MCM Name	Smiles String	InChl Identifier	Measurements
 NORLIMO 	 CC([O])(CO)C(CCC(=O)C)C=O 	 InChI=1S/C9H15O4/c1-7(12)3-4-8(5-10)9(2,13)6-11/h5,8,11H,3-4,6H2,1-2H3 	
 HO5C6O2 	 CCCCC(O)CO[O] 	 InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6-7H,2-5H2,1H3 	
 C5PACALD2 	 OOC(=O)/C=C(\C=O)/C 	 InChI=1S/C5H6O4/c1-4(3-6)2-5(7)9-8/h2-3,8H,1H3/b4-2- 	
 C5PACALD1 	 C/C(=C/C=O)/C(=O)OO 	 InChI=1S/C5H6O4/c1-4(2-3-6)5(7)9-8/h2-3,8H,1H3/b4-2- 	
 CO1M22CO3 	 [O]OC(=O)C(C)(C)C=O 	 InChI=1S/C5H7O4/c1-5(2,3-6)4(7)9-8/h3H,1-2H3 	
 NBZFUO2 	 [O]OC1C(=O)OCC1ON(=O)=O 	 InChI=1S/C4H4NO7/c6-4-3(12-9)2(1-10-4)11-5(7)8/h2-3H,1H2 	
 PHCOETOH 	 O=C(C(C)O)c1ccccc1 	 InChI=1S/C9H10O2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,10H,1H3 	
 NC4CHO 	 O=CC=C(C)CON(=O)=O 	 InChI=1S/C5H7NO4/c1-5(2-3-7)4-10-6(8)9/h2-3H,4H2,1H3 	
 C57NO3CO3H 	 OCC(O)C(C)(ON(=O)=O)C(=O)OO 	 InChI=1S/C5H9NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h3,7-8,12H,2H2,1H3 	
 PCATEC1OOH 	 OOc1c(C)ccc(C)c1O 	 InChI=1S/C8H10O3/c1-5-3-4-6(2)8(11-10)7(5)9/h3-4,9-10H,1-2H3 	
 C77CO 	 CC(=O)CC(=O)C(C)(C)O 	 InChI=1S/C7H12O3/c1-5(8)4-6(9)7(2,3)10/h10H,4H2,1-3H3 	
 MGLOO 	 [O-][O+]=CC(=O)C 	 InChI=1S/C3H4O3/c1-3(4)2-6-5/h2H,1H3 	
 C823OH 	 OCC(CCC(=O)O)C(=C)C 	 InChI=1S/C8H14O3/c1-6(2)7(5-9)3-4-8(10)11/h7,9H,1,3-5H2,2H3,(H,10,11) 	
 TCEOHOOH 	 OOC(Cl)(Cl)C(O)(Cl)Cl 	 InChI=1S/C2H2Cl4O3/c3-1(4,7)2(5,6)9-8/h7-8H 	
 NC4H9OOH 	 CCCCOO 	 InChI=1S/C4H10O2/c1-2-3-4-6-5/h5H,2-4H2,1H3 	
 C817CO3H 	 OOC(=O)CC(CCC(=O)C)C(=O)C 	 InChI=1S/C9H14O5/c1-6(10)3-4-8(7(2)11)5-9(12)14-13/h8,13H,3-5H2,1-2H3 	
 H13C43CO3H 	 OCCC(C)(O)C(=O)OO 	 InChI=1S/C5H10O5/c1-5(8,2-3-6)4(7)10-9/h6,8-9H,2-3H2,1H3 	
 C823O2 	 [O]OCC(CCC(=O)O)C(=C)C 	 InChI=1S/C8H13O4/c1-6(2)7(5-12-11)3-4-8(9)10/h7H,1,3-5H2,2H3,(H,9,10) 	
 NBUACAOH 	 CC(O)CCOC(=O)C 	 InChI=1S/C6H12O3/c1-5(7)3-4-9-6(2)8/h5,7H,3-4H2,1-2H3 	
 NDNOXYOLO2 	 [O]OC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2ON(=O)=O)N(=O)=O 	 InChI=1S/C8H8N3O12/c1-3-4(9(13)14)8(12,21-19)7(10(15)16)5(20-11(17)18)6(3,2)22-23-7/h5,12H,1-2H3 	
 C62NO33O 	 CCCC([O])C(C)ON(=O)=O 	 InChI=1S/C6H12NO4/c1-3-4-6(8)5(2)11-7(9)10/h5-6H,3-4H2,1-2H3 	
 C109O 	 O=CCC1CC(C(=O)C[O])C1(C)C 	 InChI=1S/C10H15O3/c1-10(2)7(3-4-11)5-8(10)9(13)6-12/h4,7-8H,3,5-6H2,1-2H3 	
 PHC3O 	 CCC([O])c1ccccc1 	 InChI=1S/C9H11O/c1-2-9(10)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3 	
 C6CO2OHPAN 	 O=CC(O)C(=O)C(=CC(=O)OON(=O)=O)C 	 InChI=1S/C7H7NO8/c1-4(7(12)5(10)3-9)2-6(11)15-16-8(13)14/h2-3,5,10H,1H3 	
 MACRNBCO3H 	 O=N(=O)OCC(C)(O)C(=O)O 	 InChI=1S/C4H7NO6/c1-4(8,3(6)7)2-11-5(9)10/h8H,2H2,1H3,(H,6,7) 	
 EMPOHNO2O2 	 CCC1=CC(O)(O[O])C2(OOC1C2(C)O)N(=O)=O 	 InChI=1S/C9H12NO8/c1-3-5-4-8(12,17-15)9(10(13)14)7(2,11)6(5)16-18-9/h4,6,11-12H,3H2,1-2H3 	
 PHCOETO2 	 [O]OC(C)C(=O)c1ccccc1 	 InChI=1S/C9H9O3/c1-7(12-11)9(10)8-5-3-2-4-6-8/h2-7H,1H3 	
 NPHEN1OOH 	 OOc1ccccc1N(=O)=O 	 InChI=1S/C6H5NO4/c8-7(9)5-3-1-2-4-6(5)11-10/h1-4,10H 	
 C811NO3 	 O=N(=O)OCC1CC(C(=O)O)C1(C)C 	 InChI=1S/C8H13NO5/c1-8(2)5(4-14-9(12)13)3-6(8)7(10)11/h5-6H,3-4H2,1-2H3,(H,10,11) 	
 C2H5CHO 	 CCC=O 	 InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3 	
 INDHCO3H 	 OCC(ON(=O)=O)C(C)(O)C(=O)OO 	 InChI=1S/C5H9NO8/c1-5(9,4(8)14-12)3(2-7)13-6(10)11/h3,7,9,12H,2H2,1H3 	
 CH2OHCL2O2H 	 OCC(OO)(Cl)Cl 	 InChI=1S/C2H4Cl2O3/c3-2(4,1-5)7-6/h5-6H,1H2 	
 C2CL3OHBO2 	 [O]OC(Cl)C(O)(Cl)Cl 	 InChI=1S/C2H2Cl3O3/c3-1(8-7)2(4,5)6/h1,6H 	
 HIEB2O2 	 [O]OC(C=O)C(O)(CO)CO 	 InChI=1S/C5H9O6/c6-1-4(11-10)5(9,2-7)3-8/h1,4,7-9H,2-3H2 	
 NC728O 	 O=CCC(CO)C(C)([O])CO[N+](=O)[O-] 	 InChI=1S/C7H12NO6/c1-7(11,5-14-8(12)13)6(4-10)2-3-9/h3,6,10H,2,4-5H2,1H3 	
 TM124MUCOH 	 O=CC1(C)OC1(C)C(O)C(O)C(=O)C 	 InChI=1S/C9H14O5/c1-5(11)6(12)7(13)9(3)8(2,4-10)14-9/h4,6-7,12-13H,1-3H3 	
 MTCTEC1OOH 	 CCc1cc(C)cc(O)c1OO 	 InChI=1S/C9H12O3/c1-3-7-4-6(2)5-8(10)9(7)12-11/h4-5,10-11H,3H2,1-2H3 	
 C137OH 	 OCCC(=C)C1CC(C)(C)C1CCC(=O)O 	 InChI=1S/C13H22O3/c1-9(6-7-14)10-8-13(2,3)11(10)4-5-12(15)16/h10-11,14H,1,4-8H2,2-3H3,(H,15,16) 	
 C137O2 	 [O]OCCC(=C)C1CC(C)(C)C1CCC(=O)O 	 InChI=1S/C13H21O4/c1-9(6-7-17-16)10-8-13(2,3)11(10)4-5-12(14)15/h10-11H,1,4-8H2,2-3H3,(H,14,15) 	
 TM124MUCO2 	 [O]OC(C(O)C(=O)C)C1(C)OC1(C)C=O 	 InChI=1S/C9H13O6/c1-5(11)6(12)7(14-13)9(3)8(2,4-10)15-9/h4,6-7,12H,1-3H3 	
 TM124MUCO3 	 CC1(OC1(C)C(=O)O[O])C=CC(=O)C 	 InChI=1S/C9H11O5/c1-6(10)4-5-8(2)9(3,14-8)7(11)13-12/h4-5H,1-3H3 	
 C3MDIALOOH 	 OOC(C)(C=O)C=O 	 InChI=1S/C4H6O4/c1-4(2-5,3-6)8-7/h2-3,7H,1H3 	
 MXYLO 	 [O]Cc1cccc(C)c1 	 InChI=1S/C8H9O/c1-7-3-2-4-8(5-7)6-9/h2-5H,6H2,1H3 	
 CO2MC5OH 	 CC(CC(=O)C)CO 	 InChI=1S/C6H12O2/c1-5(4-7)3-6(2)8/h5,7H,3-4H2,1-2H3 	
 C45OOH 	 CC(=C)COO 	 InChI=1S/C4H8O2/c1-4(2)3-6-5/h5H,1,3H2,2H3 	
 DDECO 	 CCCCCCCCCC([O])CC 	 InChI=1S/C12H25O/c1-3-5-6-7-8-9-10-11-12(13)4-2/h12H,3-11H2,1-2H3 	
 C6CO3HO4 	 CCC(=O)C(O)CC 	 InChI=1S/C6H12O2/c1-3-5(7)6(8)4-2/h5,7H,3-4H2,1-2H3 	
 CH3COCCLO 	 CC(=O)C([O])Cl 	 InChI=1S/C3H4ClO2/c1-2(5)3(4)6/h3H,1H3 	
 C151NO3 	 OCC(CCC(=O)O)(O[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C 	 InChI=1S/C15H25NO7/c1-10(18)4-5-11-12(8-14(11,2)3)15(9-17,23-16(21)22)7-6-13(19)20/h11-12,17H,4-9H2,1-3H3,(H,19,20) 	
 C73O2 	 CC(O[O])C(=O)CC(=O)C(=O)C 	 InChI=1S/C7H9O5/c1-4(8)6(9)3-7(10)5(2)12-11/h5H,3H2,1-2H3 	
 C816CO3H 	 OOC(=O)C(CCC(=O)C)C(=C)C 	 InChI=1S/C9H14O4/c1-6(2)8(9(11)13-12)5-4-7(3)10/h8,12H,1,4-5H2,2-3H3 	
 C8CO2DBCO3 	 CCCC(=CC(=O)C=O)C(=O)O[O] 	 InChI=1S/C8H9O5/c1-2-3-6(8(11)13-12)4-7(10)5-9/h4-5H,2-3H2,1H3 	
 ETOMEOOH 	 CCOCOO 	 InChI=1S/C3H8O3/c1-2-5-3-6-4/h4H,2-3H2,1H3 	
 PRCOOMOOH 	 CCCC(=O)OCOO 	 InChI=1S/C5H10O4/c1-2-3-5(6)8-4-9-7/h7H,2-4H2,1H3 	
 C816PAN 	 CC(=O)CCC(C(=C)C)C(=O)OO[N+](=O)[O-] 	 InChI=1S/C9H13NO6/c1-6(2)8(5-4-7(3)11)9(12)15-16-10(13)14/h8H,1,4-5H2,2-3H3 	
 NPBFUOOH 	 CCCC1OC(=O)C(OO)C1ON(=O)=O 	 InChI=1S/C7H11NO7/c1-2-3-4-5(14-8(10)11)6(15-12)7(9)13-4/h4-6,12H,2-3H2,1H3 	
 C732O 	 [O]CC(CCC(=O)O)C(=O)C 	 InChI=1S/C7H11O4/c1-5(9)6(4-8)2-3-7(10)11/h6H,2-4H2,1H3,(H,10,11) 	
 PTCTEC1OOH 	 OOc1c(CC)ccc(C)c1O 	 InChI=1S/C9H12O3/c1-3-7-5-4-6(2)8(10)9(7)12-11/h4-5,10-11H,3H2,1-2H3 	
 NDNPHENOOH 	 OOC1(O)C(=CC2(OOC1C2ON(=O)=O)N(=O)=O)N(=O)=O 	 InChI=1S/C6H5N3O12/c10-6(20-17)2(7(11)12)1-5(8(13)14)3(18-9(15)16)4(6)19-21-5/h1,3-4,10,17H 	
 TL4OHNO2O 	 O=N(=O)C1=CC2(C)OOC(C2O)C1([O])O 	 InChI=1S/C7H8NO7/c1-6-2-3(8(12)13)7(10,11)5(4(6)9)14-15-6/h2,4-5,9-10H,1H3 	
 C517CO2H 	 OCC(CC(=O)O)C(=O)C 	 InChI=1S/C6H10O4/c1-4(8)5(3-7)2-6(9)10/h5,7H,2-3H2,1H3,(H,9,10) 	
 PXYMUCCO3H 	 CC1(OC1C(=O)OO)C=CC(=O)C 	 InChI=1S/C8H10O5/c1-5(9)3-4-8(2)6(12-8)7(10)13-11/h3-4,6,11H,1-2H3 	
 MECOFORMO2 	 [O]OCC(=O)OC=O 	 InChI=1S/C3H3O5/c4-2-7-3(5)1-8-6/h2H,1H2 	
 NOETOL1OOH 	 CCc1c(C)ccc(N(=O)=O)c1OO 	 InChI=1S/C9H11NO4/c1-3-7-6(2)4-5-8(10(11)12)9(7)14-13/h4-5,13H,3H2,1-2H3 	
 HO2C54NO3 	 CC(O)CC(C)ON(=O)=O 	 InChI=1S/C5H11NO4/c1-4(7)3-5(2)10-6(8)9/h4-5,7H,3H2,1-2H3 	
 MACRNCO3 	 [O]OC(=O)C(C)(CO)ON(=O)=O 	 InChI=1S/C4H6NO7/c1-4(2-6,3(7)11-10)12-5(8)9/h6H,2H2,1H3 	
 NPXYOL1O2 	 [O]Oc1c(C)ccc(C)c1N(=O)=O 	 InChI=1S/C8H8NO4/c1-5-3-4-6(2)8(13-12)7(5)9(10)11/h3-4H,1-2H3 	
 C62O2 	 [O]OC(C(=O)C)C(=O)C(=O)C 	 InChI=1S/C6H7O5/c1-3(7)5(9)6(11-10)4(2)8/h6H,1-2H3 	
 IC4H9O 	 [O]CC(C)C 	 InChI=1S/C4H9O/c1-4(2)3-5/h4H,3H2,1-2H3 	
 BZEMUCNO3 	 O=CC1OC1C(ON(=O)=O)C(O)C=O 	 InChI=1S/C6H7NO7/c8-1-3(10)5(14-7(11)12)6-4(2-9)13-6/h1-6,10H 	
 PXYBIPERO 	 OC1C2OOC1(C)C=CC2(C)[O] 	 InChI=1S/C8H11O4/c1-7(10)3-4-8(2)5(9)6(7)11-12-8/h3-6,9H,1-2H3 	
 C3H6 	 CC=C 	 InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3 	
 ACEETOHO2 	 CC(=O)OC(O)CO[O] 	 InChI=1S/C4H7O5/c1-3(5)9-4(6)2-8-7/h4,6H,2H2,1H3 	
 OXYBPER2OH 	 OC1C2C=CC(C)(O)C1(C)OO2 	 InChI=1S/C8H12O4/c1-7(10)4-3-5-6(9)8(7,2)12-11-5/h3-6,9-10H,1-2H3 	
 HO7C8OOH 	 CCCCCCC(O)COO 	 InChI=1S/C8H18O3/c1-2-3-4-5-6-8(9)7-11-10/h8-10H,2-7H2,1H3 	
 C118CO 	 OCCC(=O)C(=O)CC(C)(C)C(=O)CC=O 	 InChI=1S/C11H16O5/c1-11(2,10(16)4-6-13)7-9(15)8(14)3-5-12/h6,12H,3-5,7H2,1-2H3 	
 C3H8 	 CCC 	 InChI=1S/C3H8/c1-3-2/h3H2,1-2H3 	
 BCKOOA 	 O=CCCC(=O)C1CC(C)(C)C1CCC(=[O+][O-])C 	 InChI=1S/C14H22O4/c1-10(18-17)6-7-12-11(9-14(12,2)3)13(16)5-4-8-15/h8,11-12H,4-7,9H2,1-3H3 	
 BCKOOB 	 [O-][O+]=CCCC(=O)C1CC(C)(C)C1CCC(=O)C	 	254.3221
 C6135COOOH 	 OOCC(=O)CC(=O)CC=O 	 InChI=1S/C6H8O5/c7-2-1-5(8)3-6(9)4-11-10/h2,10H,1,3-4H2 	
 NPRACCOH 	 CC(=O)OCCCO 	 InChI=1S/C5H10O3/c1-5(7)8-4-2-3-6/h6H,2-4H2,1H3 	
 MEBFUONE 	 CCC1OC(=O)C(=C1)C 	 InChI=1S/C7H10O2/c1-3-6-4-5(2)7(8)9-6/h4,6H,3H2,1-2H3 	
 C124O 	 CCCCCCC(=O)C([O])CC(=O)CC 	 InChI=1S/C12H21O3/c1-3-5-6-7-8-11(14)12(15)9-10(13)4-2/h12H,3-9H2,1-2H3 	
 BOXCOEOLO 	 CCCC([O])OC(=O)C(C)O 	 InChI=1S/C7H13O4/c1-3-4-6(9)11-7(10)5(2)8/h5-6,8H,3-4H2,1-2H3 	
 HO1C4O 	 OCCCC[O] 	 InChI=1S/C4H9O2/c5-3-1-2-4-6/h5H,1-4H2 	
 MPRKNO3 	 CC(=O)CC(C)ON(=O)=O 	 InChI=1S/C5H9NO4/c1-4(7)3-5(2)10-6(8)9/h5H,3H2,1-2H3 	
 NBUTOLANO3 	 CCC(CO)ON(=O)=O 	 InChI=1S/C4H9NO4/c1-2-4(3-6)9-5(7)8/h4,6H,2-3H2,1H3 	
 OETLMUCOOH 	 OOC(C=O)C(O)C1(C)OC1(CC)C=O 	 InChI=1S/C9H14O6/c1-3-9(5-11)8(2,15-9)7(12)6(4-10)14-13/h4-7,12-13H,3H2,1-2H3 	
 HO5C5CO3H 	 CCCCC(O)C(=O)OO 	 InChI=1S/C6H12O4/c1-2-3-4-5(7)6(8)10-9/h5,7,9H,2-4H2,1H3 	
 ETHFORMOOH 	 CC(OC=O)OO 	 InChI=1S/C3H6O4/c1-3(7-5)6-2-4/h2-3,5H,1H3 	
 EBENZO 	 CCc1ccccc1[O] 	 InChI=1S/C8H9O/c1-2-7-5-3-4-6-8(7)9/h3-6H,2H2,1H3 	
 MOXYCOCHO 	 COC(=O)C=O 	 InChI=1S/C3H4O3/c1-6-3(5)2-4/h2H,1H3 	
 TM135MUO3H 	 OOC(=O)C1(C)OC1C(=CC(=O)C)C 	 InChI=1S/C9H12O5/c1-5(4-6(2)10)7-9(3,13-7)8(11)14-12/h4,7,12H,1-3H3 	
 C714O 	 CC(=O)C([O])C(C)C(=O)C 	 InChI=1S/C7H11O3/c1-4(5(2)8)7(10)6(3)9/h4,7H,1-3H3 	
 NLIMO2 	 [O-][N+](=O)OC1CC(CCC1(C)O[O])C(=C)C 	 InChI=1S/C10H16NO5/c1-7(2)8-4-5-10(3,16-14)9(6-8)15-11(12)13/h8-9H,1,4-6H2,2-3H3 	
 ACCOC3H6O 	 CC([O])CC(=O)OC(=O)C 	 InChI=1S/C6H9O4/c1-4(7)3-6(9)10-5(2)8/h4H,3H2,1-2H3 	
 IECCO3H 	 CC1(CO1)C(O)C(=O)OO 	 InChI=1S/C5H8O5/c1-5(2-9-5)3(6)4(7)10-8/h3,6,8H,2H2,1H3 	
 C817CO 	 O=CC(CCC(=O)C)C(=O)C 	 InChI=1S/C8H12O3/c1-6(10)3-4-8(5-9)7(2)11/h5,8H,3-4H2,1-2H3 	
 CCLCONO3 	 O=CC(Cl)ON(=O)=O 	 InChI=1S/C2H2ClNO4/c3-2(1-5)8-4(6)7/h1-2H 	
 C56O2 	 [O]OCC(O)C(C)CO 	 InChI=1S/C5H11O4/c1-4(2-6)5(7)3-9-8/h4-7H,2-3H2,1H3 	
 H2C3OCOH 	 OCOCC(C)O 	 InChI=1S/C4H10O3/c1-4(6)2-7-3-5/h4-6H,2-3H2,1H3 	
 M3HEXBOH 	 CCCC(C)(O)CC 	 InChI=1S/C7H16O/c1-4-6-7(3,8)5-2/h8H,4-6H2,1-3H3 	
 M3HEXBO2 	 CCCC(C)(CC)O[O] 	 InChI=1S/C7H15O2/c1-4-6-7(3,5-2)9-8/h4-6H2,1-3H3 	
 METLMUCO3H 	 CCC(=O)C=CC1OC1(C)C(=O)OO 	 InChI=1S/C9H12O5/c1-3-6(10)4-5-7-9(2,13-7)8(11)14-12/h4-5,7,12H,3H2,1-2H3 	
 ACOMCOMOOH 	 OOCC(=O)CC(=O)OC(=O)C 	 InChI=1S/C6H8O6/c1-4(7)12-6(9)2-5(8)3-11-10/h10H,2-3H2,1H3 	
 CHOC3COO2 	 [O]OCC(=O)CC=O 	 InChI=1S/C4H5O4/c5-2-1-4(6)3-8-7/h2H,1,3H2 	
 TM124BCHO 	 O=Cc1ccc(C)c(C)c1 	 InChI=1S/C9H10O/c1-7-3-4-9(6-10)5-8(7)2/h3-6H,1-2H3 	
 HO3C96O2 	 CCCC(O[O])CCC(O)CC 	 InChI=1S/C9H19O3/c1-3-5-9(12-11)7-6-8(10)4-2/h8-10H,3-7H2,1-2H3 	
 HO3C3CO3H 	 CCC(O)C(=O)OO 	 InChI=1S/C4H8O4/c1-2-3(5)4(6)8-7/h3,5,7H,2H2,1H3 	
 C56OH 	 OCC(O)C(C)CO 	 InChI=1S/C5H12O3/c1-4(2-6)5(8)3-7/h4-8H,2-3H2,1H3 	
 DETLOBPROH 	 CCC1=CC2(CC)OOC(C)(C1=O)C2O 	 InChI=1S/C11H16O4/c1-4-7-6-11(5-2)9(13)10(3,8(7)12)14-15-11/h6,9,13H,4-5H2,1-3H3 	
 M2PROPAL2O 	 O=CC(C)(C)[O] 	 InChI=1S/C4H7O2/c1-4(2,6)3-5/h3H,1-2H3 	
 NC4EDCO2H 	 O=CC(=C(CC)C(=O)O)N(=O)=O 	 InChI=1S/C6H7NO5/c1-2-4(6(9)10)5(3-8)7(11)12/h3H,2H2,1H3,(H,9,10) 	
 MBOACO 	 OCC(=O)C(C)(C)O 	 InChI=1S/C5H10O3/c1-5(2,8)4(7)3-6/h6,8H,3H2,1-2H3 	
 C6CYTONO 	 O=C1CC(=O)C([O])C(=O)C1 	 InChI=1S/C6H5O4/c7-3-1-4(8)6(10)5(9)2-3/h6H,1-2H2 	
 BOXCOCHOO2 	 CCCC(OC(=O)C=O)O[O] 	 InChI=1S/C6H9O5/c1-2-3-6(11-9)10-5(8)4-7/h4,6H,2-3H2,1H3 	
 C142O 	 OCCC(=C)C1([O])CC(C)(C)C1CCC(=O)C 	 InChI=1S/C14H23O3/c1-10(7-8-15)14(17)9-13(3,4)12(14)6-5-11(2)16/h12,15H,1,5-9H2,2-4H3 	
 MXYQO 	 O=C1C=C(C)C(=O)C(C)([O])C1O 	 InChI=1S/C8H9O4/c1-4-3-5(9)7(11)8(2,12)6(4)10/h3,7,11H,1-2H3 	
 MIBKAOHAO2 	 [O]OC(C(=O)C)C(C)(C)O 	 InChI=1S/C6H11O4/c1-4(7)5(10-9)6(2,3)8/h5,8H,1-3H3 	
 HMVKBCO2H 	 OCC(C(=O)C)C(=O)O 	 InChI=1S/C5H8O4/c1-3(7)4(2-6)5(8)9/h4,6H,2H2,1H3,(H,8,9) 	
 PXYLPAN 	 Cc1ccc(cc1)C(=O)OON(=O)=O 	 InChI=1S/C8H7NO5/c1-6-2-4-7(5-3-6)8(10)13-14-9(11)12/h2-5H,1H3 	
 C51NO32OOH 	 CCCC(OO)CON(=O)=O 	 InChI=1S/C5H11NO5/c1-2-3-5(11-9)4-10-6(7)8/h5,9H,2-4H2,1H3 	
 DIET35TOL 	 CCc1cc(CC)cc(C)c1 	 InChI=1S/C11H16/c1-4-10-6-9(3)7-11(5-2)8-10/h6-8H,4-5H2,1-3H3 	
 HC4CO3H 	 CC(=C)C(C(=O)OO)O 	 InChI=1S/C5H8O4/c1-3(2)4(6)5(7)9-8/h4,6,8H,1H2,2H3 	
 C86O2 	 O=CCC(C(=O)C)C(C)(C)O[O] 	 InChI=1S/C8H13O4/c1-6(10)7(4-5-9)8(2,3)12-11/h5,7H,4H2,1-3H3 	
 MBOBCO 	 O=CC(O)C(C)(C)O 	 InChI=1S/C5H10O3/c1-5(2,8)4(7)3-6/h3-4,7-8H,1-2H3 	
 C8CO2OHPAN 	 O=CC(O)C(=O)C(=CC(=O)OON(=O)=O)C(C)C 	 InChI=1S/C9H11NO8/c1-5(2)6(9(14)7(12)4-11)3-8(13)17-18-10(15)16/h3-5,7,12H,1-2H3 	
 CHOC2PAN 	 O=CCCC(=O)OON(=O)=O 	 InChI=1S/C4H5NO6/c6-3-1-2-4(7)10-11-5(8)9/h3H,1-2H2 	
 PBZBPERNO3 	 CCCC12C=CC(ON(=O)=O)C(OO1)C2O 	 InChI=1S/C9H13NO6/c1-2-4-9-5-3-6(14-10(12)13)7(8(9)11)15-16-9/h3,5-8,11H,2,4H2,1H3 	
 DM35EBOH 	 Cc1cc(C)cc(c1)C(C)O 	 InChI=1S/C10H14O/c1-7-4-8(2)6-10(5-7)9(3)11/h4-6,9,11H,1-3H3 	
 C53OH 	 OCC(=O)C(C)CO 	 InChI=1S/C5H10O3/c1-4(2-6)5(8)3-7/h4,6-7H,2-3H2,1H3 	
 HCOCOHCO3H 	 OC(C=O)C(=O)OO 	 InChI=1S/C3H4O5/c4-1-2(5)3(6)8-7/h1-2,5,7H 	
 BOXPOLAOOH 	 CCCC(OO)OCC(C)O 	 InChI=1S/C7H16O4/c1-3-4-7(11-9)10-5-6(2)8/h6-9H,3-5H2,1-2H3 	
 NBUTDBO2 	 [O]OCC=CCON(=O)=O 	 InChI=1S/C4H6NO5/c6-5(7)9-3-1-2-4-10-8/h1-2H,3-4H2 	
 NIPRBQOOH 	 OOC1C(=O)C=C(C(C)C)C(=O)C1ON(=O)=O 	 InChI=1S/C9H11NO7/c1-4(2)5-3-6(11)8(17-15)9(7(5)12)16-10(13)14/h3-4,8-9,15H,1-2H3 	
 C5CO2DCO3H 	 O=CC(=O)C=C(C)C(=O)OO 	 InChI=1S/C6H6O5/c1-4(6(9)11-10)2-5(8)3-7/h2-3,10H,1H3 	
 CISOPCO2 	 [O]OC/C(=C\CO)/C 	 InChI=1S/C5H9O3/c1-5(2-3-6)4-8-7/h2,6H,3-4H2,1H3/b5-2- 	
 HO34CO6C8 	 CCC(=O)CC(O)C(O)CC 	 InChI=1S/C8H16O3/c1-3-6(9)5-8(11)7(10)4-2/h7-8,10-11H,3-5H2,1-2H3 	
 OXYMUCCO 	 O=CC(=O)C(O)C1(C)OC1(C)C=O 	 InChI=1S/C8H10O5/c1-7(4-10)8(2,13-7)6(12)5(11)3-9/h3-4,6,12H,1-2H3 	
 NTMB2FUOOH 	 OOC1(C)C(=O)OC(C)C1(C)ON(=O)=O 	 InChI=1S/C7H11NO7/c1-4-6(2,14-8(10)11)7(3,15-12)5(9)13-4/h4,12H,1-3H3 	
 DNOETOLO2 	 CCC12OOC(N(=O)=O)(C2O)C(O)(O[O])C(=C1C)N(=O)=O 	 InChI=1S/C9H11N2O10/c1-3-7-4(2)5(10(14)15)9(13,19-18)8(6(7)12,11(16)17)21-20-7/h6,12-13H,3H2,1-2H3 	
 M3CO5C6 	 CCC(C)CC(=O)C 	 InChI=1S/C7H14O/c1-4-6(2)5-7(3)8/h6H,4-5H2,1-3H3 	
 C9PAN1 	 CCCCCCC(O)CC(=O)OON(=O)=O 	 InChI=1S/C9H17NO6/c1-2-3-4-5-6-8(11)7-9(12)15-16-10(13)14/h8,11H,2-7H2,1H3 	
 NC4CO2H 	 O=N(=O)OCC(=CC(=O)O)C 	 InChI=1S/C5H7NO5/c1-4(2-5(7)8)3-11-6(9)10/h2H,3H2,1H3,(H,7,8) 	
 C9PAN2 	 O=N(=O)OOC(=O)C1CC(C(=O)C)C1(C)C 	 InChI=1S/C9H13NO6/c1-5(11)6-4-7(9(6,2)3)8(12)15-16-10(13)14/h6-7H,4H2,1-3H3 	
 MXCATEC1O 	 Cc1cc(C)c([O])c(O)c1 	 InChI=1S/C8H9O2/c1-5-3-6(2)8(10)7(9)4-5/h3-4,9H,1-2H3 	
 C6OH5OOH 	 CCCCC(CO)OO 	 InChI=1S/C6H14O3/c1-2-3-4-6(5-7)9-8/h6-8H,2-5H2,1H3 	
 PNNCATECO 	 CCCC12OOC(C(=C(O)C2([O])O)N(=O)=O)C1ON(=O)=O 	 InChI=1S/C9H11N2O10/c1-2-3-8-7(19-11(17)18)5(20-21-8)4(10(15)16)6(12)9(8,13)14/h5,7,12-13H,2-3H2,1H3 	
 OXYEPOXMUC 	 O=CC=CC1(C)OC1(C)C=O 	 InChI=1S/C8H10O3/c1-7(4-3-5-9)8(2,6-10)11-7/h3-6H,1-2H3 	
 DNPBNZLO 	 CCCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1O 	 InChI=1S/C9H11N2O9/c1-2-3-7-6(12)8(11(17)18,20-19-7)4-5(10(15)16)9(7,13)14/h4,6,12-13H,2-3H2,1H3 	
 BOXCOCOMO2 	 CCCC(O[O])OC(=O)C(=O)C 	 InChI=1S/C7H11O5/c1-3-4-6(12-10)11-7(9)5(2)8/h6H,3-4H2,1-2H3 	
 CYC613DION 	 O=C1CCCC(=O)C1 	 InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h1-4H2 	
 TM123MUCO2 	 [O]OC(C(O)C(=O)C)C1OC1(C)C(=O)C 	 InChI=1S/C9H13O6/c1-4(10)6(12)7(15-13)8-9(3,14-8)5(2)11/h6-8,12H,1-3H3 	
